method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
Always Patch (ungated),gtsrb/convnext_tiny,101,25,0.6830555555555555,1.0,0.0,0.75,0.645,0.7740884090446118,-8.28465945846688,200,1.0,1.0,1.0,12,0.01588603054217485,0.02192704262799442,0.49606299212598426,17,0.3953488372093023,0.9290322580645162,0.4845720800969144,-8.552065397872248,155
Always Patch (ungated),gtsrb/convnext_tiny,202,23,0.7856766421983813,1.0,0.10000000000000009,0.35,0.642512077294686,0.8770968095603553,-6.3710666806212854,207,1.0,1.0,1.0,13,0.014656144306651634,0.019007702788234083,0.49206349206349204,15,0.3488372093023256,0.9440559440559441,0.43193434597941116,-9.69759445074195,143
Always Patch (ungated),gtsrb/convnext_tiny,303,25,0.6914285714285714,1.0,0.0,1.0,0.6732673267326733,0.7371762055902529,-8.439742200665975,202,1.0,1.0,0.9090909090909091,11,0.020805575484267706,0.033206050827766946,0.6929133858267716,15,0.3488372093023256,0.9458128078817734,0.40128410914927765,-12.356157683080216,203
Always Patch (ungated),gtsrb/densenet121,101,22,0.7613636363636364,1.0,0.028571428571428595,0.33333333333333337,0.5441176470588235,0.9325153374233128,-1.271527612467685,68,0.8571428571428571,0.8571428571428571,0.7142857142857143,7,0.0047131969514641,0.01112540891010924,0.2987012987012987,6,0.13953488372093023,1.0,0.25094102885821834,-8.076996561646718,47
Always Patch (ungated),gtsrb/densenet121,202,23,0.6086956521739131,0.6,0.0,0.8,0.6935483870967742,0.8227465214761039,-2.719616254180149,62,1.0,0.8333333333333334,0.6666666666666666,6,0.00210589651022864,0.00627342679704865,0.2542372881355932,4,0.09302325581395349,1.0,0.26702269692923897,-6.682710235471292,21
Always Patch (ungated),gtsrb/densenet121,303,21,0.7285714285714286,1.0,0.0,0.5,0.5714285714285714,0.8563153255257525,-2.94096585449786,70,1.0,1.0,0.8571428571428571,7,0.0031087043722422786,0.006860531524173012,0.17333333333333334,11,0.2558139534883721,0.9354838709677419,0.5746375865221367,-3.8417449370547114,31
Always Patch (ungated),gtsrb/resnet50,101,20,0.5583333333333333,0.5833333333333333,0.0,1.0,0.59375,0.7732342007434945,-3.0550449897891516,32,1.0,1.0,1.0,2,0.006582227984442007,0.017328271134745995,0.5909090909090909,11,0.2558139534883721,0.9545454545454546,0.3938417472252059,-7.109869000848067,66
Always Patch (ungated),gtsrb/resnet50,202,20,0.5390476190476191,0.6904761904761905,0.0,1.0,0.6,0.7671408023014225,-2.715190192227703,30,1.0,1.0,0.75,4,0.003091652538147003,0.0035029066919653384,0.047619047619047616,6,0.13953488372093023,1.0,0.31405391258832765,-6.269706998589969,31
Always Patch (ungated),gtsrb/resnet50,303,20,0.5166666666666666,0.6666666666666666,0.0,1.0,0.6551724137931034,0.6991895757190529,-3.3838604318020993,29,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.005584920714072006,0.008261173043903162,0.0975609756097561,11,0.2558139534883721,0.9464285714285714,0.4261088514429595,-6.480765427526323,56
Always Patch (ungated),gtsrb/vgg16,101,29,0.5393461650267458,0.6666666666666666,0.0,0.7032967032967032,0.5769230769230769,0.8021146659374716,-4.864742475184701,130,0.9411764705882353,0.7647058823529411,0.5882352941176471,17,0.013876135088256301,0.021024986145966176,0.4,20,0.46511627906976744,0.8088235294117647,0.5772005772005773,-6.858611225693251,136
Always Patch (ungated),gtsrb/vgg16,202,29,0.47645544111061355,0.5,0.0,0.8333333333333334,0.5691056910569106,0.7024678805804603,-7.030479350318048,123,0.8421052631578947,0.6842105263157895,0.5789473684210527,19,0.019385776961534536,0.030620182851738023,0.7045454545454546,23,0.5348837209302325,0.8368421052631579,0.6158377401432493,-7.533864375402122,190
Always Patch (ungated),gtsrb/vgg16,303,30,0.5434629912571088,0.5777777777777777,0.0,0.6014610389610389,0.5538461538461539,0.8623012665049852,-2.9750953944295735,130,0.8823529411764706,0.8235294117647058,0.5882352941176471,17,0.013978165493317008,0.01490567099536808,0.15,23,0.5348837209302325,0.7883211678832117,0.6641640196361536,-5.423635674275543,137
Always Patch (ungated),lisa_signs/convnext_tiny,101,6,0.4523809523809524,0.35714285714285715,0.0,0.9285714285714286,0.7142857142857143,0.7393715341959335,-1.3175652212225029,7,1.0,1.0,1.0,1,0.03370194839389152,0.02820165650267446,0.9387755102040817,9,0.16981132075471697,1.0,0.3867225265871737,-5.832440496391781,64
Always Patch (ungated),lisa_signs/convnext_tiny,202,8,0.35,0.0,0.0,0.8500000000000001,0.8571428571428571,0.5937654626422563,-2.370427837707582,7,1.0,1.0,1.0,1,0.03264876250658241,0.042628357184841294,1.0,8,0.15384615384615385,1.0,0.34564700799308706,-6.346897719078155,62
Always Patch (ungated),lisa_signs/convnext_tiny,303,9,0.3888888888888889,0.0,0.0,1.0,0.75,0.653327888934259,-2.399425445807345,8,,,,0,0.00421274354923644,0.0028312575156602283,0.045454545454545456,7,0.12962962962962962,1.0,1.0765090349865436,0.5064433056057577,8
Always Patch (ungated),lisa_signs/densenet121,101,10,0.25,0.0,0.0,0.4583333333333333,0.6,0.9340338587273789,-0.40452452553387097,5,,,,0,0.0031678986272439284,0.0025533731685844965,0.09090909090909091,4,0.07692307692307693,1.0,0.7952286282306162,-1.2188708988361683,6
Always Patch (ungated),lisa_signs/densenet121,202,11,0.2121212121212121,0.0,0.0,0.16666666666666666,0.75,0.8086253369272237,-1.5106382978723403,4,,,,0,0.0015839493136219642,0.0022641509433962265,0.12,1,0.018867924528301886,1.0,0.35587188612099646,-4.470839693568622,3
Always Patch (ungated),lisa_signs/densenet121,303,12,0.16666666666666666,0.0,0.0,0.08333333333333333,0.75,0.8163265306122449,-1.3005442373195375,4,,,,0,0.0021119324181626186,0.0014729270584833368,0.041666666666666664,3,0.05660377358490566,1.0,0.837404047452896,-0.9871552146349879,4
Always Patch (ungated),lisa_signs/resnet50,101,13,0.2700854700854701,0.0,0.0,0.5,0.7857142857142857,0.7458048477315102,-1.6792926899046319,14,1.0,0.3333333333333333,0.3333333333333333,3,0.0026795284030010718,0.0025342801220840094,0.058823529411764705,4,0.07692307692307693,1.0,0.9101251422070535,-0.5830456780137132,5
Always Patch (ungated),lisa_signs/resnet50,202,11,0.5447330447330448,0.5,0.0,0.21825396825396826,0.47368421052631576,1.0398613518197575,0.3357316437893409,19,1.0,0.5,0.5,2,0.0053590568060021436,0.004076796460399699,0.15789473684210525,3,0.057692307692307696,1.0,0.39460703715882933,-3.9045006400248568,10
Always Patch (ungated),lisa_signs/resnet50,303,17,0.2738095238095238,0.0,0.0,0.5,0.6363636363636364,0.841852074564041,-1.1485811326913846,11,1.0,1.0,0.0,1,0.0026795284030010718,0.02015460161387613,1.0,5,0.09433962264150944,1.0,1.1474469305794608,0.9276648518549522,5
Always Patch (ungated),lisa_signs/vgg16,101,21,0.07936507936507936,0.0,0.0,0.0,1.0,1.0498687664041995,0.3995599761448561,3,0.0,0.0,0.0,1,0.001609442060085837,0.0013209690163101756,0.041666666666666664,3,0.057692307692307696,1.0,1.0676156583629892,0.4693146639657668,3
Always Patch (ungated),lisa_signs/vgg16,202,18,0.23148148148148145,0.0,0.0,0.375,0.8571428571428571,0.8435259384226065,-1.0658499508977042,7,0.0,0.0,0.0,2,0.002145922746781116,0.0017904533391500342,0.08333333333333333,2,0.03773584905660377,1.0,0.5582693649685974,-2.68184227838604,4
Always Patch (ungated),lisa_signs/vgg16,303,17,0.3137254901960784,0.0,0.0,0.5,0.4444444444444444,1.0936431989063566,0.70623248059957,9,0.0,0.0,0.0,1,0.001609442060085837,0.0012603655034410302,0.041666666666666664,3,0.05660377358490566,1.0,1.068566340160285,0.48058402655862775,3
Always Patch (ungated),tt100k_signs/convnext_tiny,101,87,0.3410949287261131,0.0,0.0,1.0,0.8240740740740741,0.602694907228034,-7.471077017837789,108,0.9090909090909091,0.8181818181818182,0.8181818181818182,11,0.1397481522036682,0.24132927638397683,1.0,62,0.5210084033613446,0.921645445641528,0.6850450251367328,-8.847547268935163,1021
Always Patch (ungated),tt100k_signs/convnext_tiny,202,85,0.4412870789341377,0.0,0.0,1.0,0.7769784172661871,0.6405368308677749,-8.575105541267561,139,1.0,1.0,0.8888888888888888,9,0.0828086504243088,0.2027438983215659,1.0,59,0.49166666666666664,0.8975206611570248,0.7420450257829203,-6.326541605663338,605
Always Patch (ungated),tt100k_signs/convnext_tiny,303,84,0.4310606060606061,0.0,0.0,1.0,0.7898550724637681,0.6189076280365156,-8.416836752521256,138,1.0,1.0,0.8888888888888888,9,0.10552970161511087,0.23709727883012194,1.0,52,0.4406779661016949,0.9312581063553826,0.6159860218556579,-10.208935580240892,771
Always Patch (ungated),tt100k_signs/densenet121,101,92,0.3116871148700071,0.0,0.0,0.8333333333333334,0.8838709677419355,0.5577911470576516,-8.136871542274328,155,0.6842105263157895,0.5789473684210527,0.47368421052631576,19,0.019706498951781972,0.04929452015767351,1.0,18,0.16071428571428573,1.0,0.3978779840848806,-7.761534293182416,141
Always Patch (ungated),tt100k_signs/densenet121,202,82,0.3577341357829163,0.0,0.0,0.8511904761904762,0.8404907975460123,0.6598705638509369,-6.318544353252939,163,0.7,0.55,0.45,20,0.016212438853948286,0.0372546146468781,1.0,13,0.11711711711711711,1.0,0.3145985843063706,-8.903764232928474,116
Always Patch (ungated),tt100k_signs/densenet121,303,86,0.3161200836766932,0.0,0.0,0.65625,0.8193548387096774,0.5789410203835484,-8.232760429808497,155,0.7222222222222222,0.6666666666666666,0.3888888888888889,18,0.01872816212438854,0.03167638440012205,1.0,17,0.1504424778761062,1.0,0.3880171184022825,-7.669376573336163,134
Always Patch (ungated),tt100k_signs/resnet50,101,91,0.3281628627782474,0.0,0.0,0.775,0.8319327731092437,0.6364626078217905,-6.811819504529562,119,0.6875,0.5625,0.5,16,0.07967412317039492,0.053470229322201884,1.0,27,0.23076923076923078,0.9930675909878682,0.3456884962550413,-14.383524906892792,577
Always Patch (ungated),tt100k_signs/resnet50,202,92,0.27827812284334025,0.0,0.0,0.5416666666666666,0.8571428571428571,0.5923168048739211,-7.233255854949762,119,0.7692307692307693,0.6153846153846154,0.5384615384615384,13,0.061309030654515324,0.05046042169490147,0.9791666666666666,30,0.2564102564102564,0.9842342342342343,0.4145364101146884,-12.319723767734246,444
Always Patch (ungated),tt100k_signs/resnet50,303,89,0.3168098700154219,0.0,0.0,0.6666666666666666,0.8155339805825242,0.6895266492732017,-5.258006491899823,103,0.5714285714285714,0.5,0.35714285714285715,14,0.06655619994476664,0.04758828936049968,1.0,28,0.2413793103448276,0.9896265560165975,0.37691401648998824,-13.724325358780352,482
Always Patch (ungated),tt100k_signs/vgg16,101,100,0.25002922077922074,0.0,0.0,0.5,0.776595744680851,0.7337093593800156,-4.354548021792575,94,0.6190476190476191,0.3333333333333333,0.19047619047619047,21,0.040112201963534364,0.10107089982996612,1.0,50,0.43478260869565216,0.8496503496503497,0.8153281695882593,-3.110703256323828,286
Always Patch (ungated),tt100k_signs/vgg16,202,103,0.2575170334879072,0.0,0.0,0.4772727272727273,0.7767857142857143,0.6693331156640274,-6.49847427165892,112,0.6190476190476191,0.38095238095238093,0.23809523809523808,21,0.05245441795231417,0.10432298292058942,1.0,59,0.5042735042735043,0.8342245989304813,0.8769648099290253,-2.28956613358986,374
Always Patch (ungated),tt100k_signs/vgg16,303,102,0.2293754538852578,0.0,0.0,0.5,0.8349514563106796,0.5851224024437465,-7.355817645773519,103,0.5652173913043478,0.43478260869565216,0.2608695652173913,23,0.06718092566619915,0.09375389805367952,1.0,51,0.4434782608695652,0.9102296450939458,0.6958420029334516,-6.157551566200878,479
Arachne,gtsrb/convnext_tiny,101,25,0.13892998760608394,0.0,0.0,0.08695652173913043,0.8974358974358975,0.540084388185654,-4.121343825044136,39,0.25,0.16666666666666666,0.16666666666666666,12,0.005739469099108332,0.004394493224624821,0.04310344827586207,9,0.20930232558139536,1.0,0.35412158174306513,-7.7058297211820985,56
Arachne,gtsrb/convnext_tiny,202,23,0.14949585008160374,0.0,0.0,0.09523809523809523,0.8809523809523809,0.5483207676490747,-3.9980533744668723,42,0.23076923076923078,0.15384615384615385,0.15384615384615385,13,0.005636978579481398,0.00457531411637256,0.04143646408839779,7,0.16279069767441862,1.0,0.2749410840534171,-8.60851664359557,55
Arachne,gtsrb/convnext_tiny,303,25,0.14020045172219084,0.0,0.0,0.09090909090909091,0.8936170212765957,0.5324459234608985,-3.927477946981769,47,0.18181818181818182,0.18181818181818182,0.18181818181818182,11,0.006456902736496874,0.0058023297182251835,0.04437869822485207,9,0.20930232558139536,1.0,0.3376477208778841,-8.23977320166317,63
Arachne,gtsrb/densenet121,101,22,0.19985569985569987,0.0,0.0,0.24206349206349204,0.8888888888888888,0.5102970657918717,-4.233564923113348,27,0.42857142857142855,0.42857142857142855,0.2857142857142857,7,0.0094263939029282,0.008109963948057769,0.19387755102040816,8,0.18604651162790697,1.0,0.25304444092993833,-10.369056608623408,94
Arachne,gtsrb/densenet121,202,23,0.2681159420289855,0.0,0.0,0.5,0.8787878787878788,0.5723370429252782,-4.275230444357556,33,0.5,0.3333333333333333,0.3333333333333333,6,0.010830324909747292,0.007705630880954986,0.26301369863013696,8,0.18604651162790697,1.0,0.24526711121330574,-10.86233637673805,108
Arachne,gtsrb/densenet121,303,21,0.19126984126984126,0.0,0.0,0.4,0.90625,0.4238036376478898,-4.994466411806877,32,0.7142857142857143,0.5714285714285714,0.2857142857142857,7,0.0013036502206177295,0.0013260489568066912,0.01639344262295082,8,0.18604651162790697,1.0,0.7586533902323376,-2.0555131073791633,13
Arachne,gtsrb/resnet50,101,20,0.20833333333333334,0.0,0.0,0.08333333333333333,0.9375,0.44296788482835,-5.177319801023307,16,0.5,0.5,0.5,2,0.01914829959110402,0.04517970025577015,1.0,9,0.20930232558139536,1.0,0.23861602704314971,-16.08452848914512,192
Arachne,gtsrb/resnet50,202,20,0.15,0.0,0.0,0.0,1.0,0.6764374295377679,-2.125576065654335,5,0.0,0.0,0.0,4,0.01914829959110402,0.015274485626945767,0.3246753246753247,8,0.18604651162790697,1.0,0.21279425455512702,-16.036057926142036,192
Arachne,gtsrb/resnet50,303,20,0.22857142857142856,0.0,0.0,0.14285714285714285,0.9285714285714286,0.48959608323133413,-3.845482681337994,14,0.3333333333333333,0.3333333333333333,0.0,3,0.022738605764436023,0.025232042416736697,0.375,11,0.2558139534883721,0.9868421052631579,0.28241335044929394,-16.986252656684254,228
Arachne,gtsrb/vgg16,101,29,0.0755336617405583,0.0,0.0,0.0,1.0,0.2251829611559392,-6.422160926669832,20,0.17647058823529413,0.17647058823529413,0.11764705882352941,17,0.004693398632792572,0.004097251679955087,0.10185185185185185,6,0.13953488372093023,1.0,0.2554278416347382,-8.235810654107665,46
Arachne,gtsrb/vgg16,202,29,0.07478728168383342,0.0,0.0,0.0,1.0,0.20225855385133998,-7.269409955127149,23,0.15789473684210525,0.10526315789473684,0.10526315789473684,19,0.005509641873278237,0.004918749639098094,0.11214953271028037,9,0.20930232558139536,1.0,0.35590706870983685,-7.545165172910645,54
Arachne,gtsrb/vgg16,303,30,0.06896825396825397,0.0,0.0,0.0,1.0,0.24577572964669742,-6.867972564971338,28,0.17647058823529413,0.11764705882352941,0.058823529411764705,17,0.007040097949188858,0.006915469467255634,0.11041009463722397,15,0.3488372093023256,0.9130434782608695,0.5340929321701976,-5.613876670074072,69
Arachne,lisa_signs/convnext_tiny,101,6,0.28571428571428575,0.0,0.0,0.5357142857142857,0.8333333333333334,0.5412719891745602,-2.0088029172703834,6,1.0,1.0,1.0,1,0.00210637177461822,0.00184602525562791,0.043478260869565216,4,0.07547169811320754,1.0,1.1173184357541899,0.7113537069458076,4
Arachne,lisa_signs/convnext_tiny,202,8,0.1625,0.0,0.0,0.125,1.0,0.506649778340722,-2.60305197561589,5,1.0,1.0,1.0,1,0.001579778830963665,0.002336187639612807,0.058823529411764705,3,0.057692307692307696,1.0,1.0771992818671454,0.5084931028356037,3
Arachne,lisa_signs/convnext_tiny,303,9,0.1111111111111111,0.0,0.0,0.0,1.0,0.28673835125448033,-4.090288559322109,4,,,,0,0.001579778830963665,0.0010377140006769636,0.045454545454545456,2,0.037037037037037035,1.0,0.7136485280999108,-1.9846981435989055,3
Arachne,lisa_signs/densenet121,101,10,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0015839493136219642,0.002622377622377622,0.13636363636363635,1,0.019230769230769232,1.0,0.3561887800534283,-4.512496768855689,3
Arachne,lisa_signs/densenet121,202,11,0.37878787878787873,0.0,0.0,0.8333333333333333,0.5,0.9519276534983341,-0.39019995364037785,6,,,,0,0.0005279831045406547,0.0007547169811320754,0.04,1,0.018867924528301886,1.0,1.0,0.0,1
Arachne,lisa_signs/densenet121,303,12,0.027777777777777776,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0,0.0,0.0,0,0.0,,,,0
Arachne,lisa_signs/resnet50,101,13,0.09914529914529915,0.0,0.0,0.0,1.0,0.4936240230357878,-2.8372868773266515,9,1.0,0.3333333333333333,0.0,3,0.003215434083601286,0.00309494427141486,0.11764705882352941,3,0.057692307692307696,1.0,0.5896805896805897,-2.477679358452539,6
Arachne,lisa_signs/resnet50,202,11,0.15584415584415584,0.0,0.0,0.16666666666666666,0.9166666666666666,0.4362050163576881,-3.4856220910220634,12,1.0,1.0,0.5,2,0.010182207931404072,0.03469393282773565,1.0,5,0.09615384615384616,1.0,0.4289084280506112,-3.859699988394401,19
Arachne,lisa_signs/resnet50,303,17,0.06582633053221289,0.0,0.0,0.0,1.0,0.686106346483705,-2.060374795469748,5,0.0,0.0,0.0,1,0.0021436227224008574,0.010431195774039769,0.5,4,0.07547169811320754,1.0,1.1180992313067784,0.7002929431453668,4
Arachne,lisa_signs/vgg16,101,21,0.1746031746031746,0.0,0.0,0.0,0.8571428571428571,0.8244023083264632,-1.2813899161690017,7,0.0,0.0,0.0,1,0.009656652360515022,0.0324900353524391,1.0,8,0.15384615384615385,1.0,0.7042253521126761,-2.0736790349157617,18
Arachne,lisa_signs/vgg16,202,18,0.1111111111111111,0.0,0.0,0.0,1.0,0.7042253521126761,-2.2105263157894735,3,0.0,0.0,0.0,2,0.0037553648068669528,0.021885975659560568,1.0,4,0.07547169811320754,1.0,0.700832238282961,-1.7929597333571028,7
Arachne,lisa_signs/vgg16,303,17,0.11764705882352941,0.0,0.0,0.0,1.0,0.8236101578586136,-1.2488241500274058,4,0.0,0.0,0.0,1,0.04935622317596566,0.12624710806213565,1.0,16,0.3018867924528302,0.9456521739130435,0.5738880918220947,-4.5175348112031255,92
Arachne,tt100k_signs/convnext_tiny,101,87,0.052681992337164744,0.0,0.0,0.0,1.0,0.8812999173781327,-1.1816470749572545,10,0.0,0.0,0.0,11,0.005064330687106488,0.012093072523126898,0.8214285714285714,3,0.025210084033613446,1.0,0.133973428603327,-8.444746966715478,37
Arachne,tt100k_signs/convnext_tiny,202,85,0.05658263305322129,0.0,0.0,0.0,1.0,0.7255765742420316,-2.5036160614278016,11,0.0,0.0,0.0,9,0.003969340268272652,0.009867216117216117,0.75,3,0.025,1.0,0.15706806282722513,-7.466196221738709,29
Arachne,tt100k_signs/convnext_tiny,303,84,0.06547619047619048,0.0,0.0,0.0,1.0,0.5639097744360902,-4.316699320552792,12,0.0,0.0,0.0,9,0.001368738023542294,0.003259452411994785,0.38461538461538464,1,0.00847457627118644,1.0,0.11638056444573756,-7.439896460348013,10
Arachne,tt100k_signs/densenet121,101,92,0.04829776792205904,0.0,0.0,0.0,1.0,0.21631365479945922,-8.67517817526507,42,0.21052631578947367,0.21052631578947367,0.15789473684210525,19,0.007127882599580713,0.010416666666666668,1.0,2,0.017857142857142856,1.0,0.07482929566925452,-8.609926959474073,51
Arachne,tt100k_signs/densenet121,202,82,0.03048780487804878,0.0,0.0,0.0,1.0,0.1894238358326756,-7.307619047056604,21,0.1,0.1,0.1,20,0.00880503144654088,0.012992237520539407,1.0,4,0.036036036036036036,1.0,0.1318934960019784,-9.493788857034762,63
Arachne,tt100k_signs/densenet121,303,86,0.05743166717003926,0.0,0.0,0.0,1.0,0.3398109801422958,-6.595526398569154,33,0.1111111111111111,0.1111111111111111,0.0,18,0.007966457023060796,0.020498328671155322,1.0,5,0.04424778761061947,1.0,0.17533093714385906,-9.19277198490244,57
Arachne,tt100k_signs/resnet50,101,91,0.024175824175824177,0.0,0.0,0.0,1.0,0.2831524303916942,-6.916057984153618,12,0.0625,0.0625,0.0625,16,0.005523336095001381,0.046278185926912664,1.0,16,0.13675213675213677,1.0,0.6858857571535741,-2.9089192933516896,40
Arachne,tt100k_signs/resnet50,202,92,0.012422360248447204,0.0,0.0,0.0,1.0,0.2077922077922078,-6.891005893599664,11,0.07692307692307693,0.07692307692307693,0.07692307692307693,13,0.003728251864125932,0.04811267040832153,1.0,14,0.11965811965811966,1.0,0.7749792416274564,-1.9904541087768601,27
Arachne,tt100k_signs/resnet50,303,89,0.034880849487591056,0.0,0.0,0.0,1.0,0.3830806065442937,-5.994049320980051,19,0.14285714285714285,0.07142857142857142,0.07142857142857142,14,0.004971002485501243,0.022190637464506523,1.0,12,0.10344827586206896,1.0,0.5499541704857929,-4.236617286478535,36
Arachne,tt100k_signs/vgg16,101,100,0.024916666666666667,0.0,0.0,0.0,1.0,0.26157467957101754,-8.651575689260202,23,0.09523809523809523,0.09523809523809523,0.047619047619047616,21,0.009256661991584854,0.0343747978998564,1.0,9,0.0782608695652174,1.0,0.2902523583004112,-7.453772505836928,66
Arachne,tt100k_signs/vgg16,202,103,0.02686983099604459,0.0,0.0,0.0,1.0,0.20134903855834088,-9.724333286524745,31,0.19047619047619047,0.14285714285714285,0.14285714285714285,21,0.009537166900420757,0.043434425918987024,1.0,10,0.08547008547008547,1.0,0.3163305654408857,-7.557860628828759,68
Arachne,tt100k_signs/vgg16,303,102,0.045142031171442935,0.0,0.0,0.0,1.0,0.28808066258552395,-9.565021803236668,36,0.21739130434782608,0.13043478260869565,0.13043478260869565,23,0.0091164095371669,0.021177173965649394,1.0,6,0.05217391304347826,1.0,0.1942533387292594,-8.521395747672472,65
DistrRep,gtsrb/convnext_tiny,101,25,0.6235939385748194,0.7,0.0,0.4696969696969697,0.5869565217391305,0.9425493716337522,-0.9657695992422055,138,0.8333333333333334,0.8333333333333334,0.5833333333333334,12,0.01978067028799836,0.027106528521853825,0.3380281690140845,25,0.5813953488372093,0.8860103626943006,0.6767273465520741,-6.540332585795645,193
DistrRep,gtsrb/densenet121,101,22,0.46915584415584416,0.5,0.0,0.9722222222222222,0.5897435897435898,0.8,-1.9327783587126708,39,0.5714285714285714,0.5714285714285714,0.2857142857142857,7,0.010730044123545928,0.020210065183980535,0.25757575757575757,22,0.5116279069767442,0.7850467289719626,0.6795366795366795,-4.4241662446026835,107
DistrRep,gtsrb/resnet50,101,20,0.4583333333333333,0.5,0.0,1.0,0.6363636363636364,0.7962359753890699,-2.0232565768921362,22,1.0,1.0,0.0,2,0.00997307270370001,0.01821668157665416,0.2923076923076923,20,0.46511627906976744,0.85,0.6250488319399954,-5.140346422090834,100
DistrRep,gtsrb/vgg16,101,29,0.3337154174722233,0.2,0.0,0.5,0.62,0.9328358208955223,-0.8230049611044175,50,0.4117647058823529,0.23529411764705882,0.11764705882352941,17,0.012855831037649219,0.015890219464933433,0.26956521739130435,21,0.4883720930232558,0.753968253968254,0.6220379146919431,-6.434604089880769,126
DistrRep,lisa_signs/convnext_tiny,101,6,0.6785714285714285,0.7857142857142857,0.25,0.4821428571428572,0.5,1.1389521640091116,0.7077251935053207,8,1.0,1.0,0.0,1,0.03370194839389152,0.08512048670179062,1.0,25,0.4716981132075472,0.609375,1.074229240519927,0.7059408623238252,64
DistrRep,lisa_signs/densenet121,101,10,0.06666666666666667,0.0,0.0,0.0,1.0,1.0443864229765012,0.3047887380849035,2,,,,0,0.0010559662090813093,0.0001380382531607159,0.004219409282700422,2,0.038461538461538464,1.0,1.034928848641656,0.2690465740001775,2
DistrRep,lisa_signs/resnet50,101,13,0.1111111111111111,0.0,0.0,0.0,1.0,0.8948545861297539,-0.5207278986468254,4,0.3333333333333333,0.0,0.0,3,0.008038585209003215,0.008832437903255738,0.1111111111111111,10,0.19230769230769232,1.0,0.9844942160964804,-0.10301174646148398,15
DistrRep,lisa_signs/vgg16,101,21,0.31746031746031744,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8441044579266685,-1.264857831801987,12,1.0,1.0,0.0,1,0.004828326180257511,0.02954050521680027,1.0,7,0.1346153846153846,1.0,0.9873060648801129,-0.08076053660350263,9
DistrRep,tt100k_signs/convnext_tiny,101,87,0.13130934532733632,0.0,0.0,0.0,0.96875,0.7360457984052342,-2.957720255953386,32,0.18181818181818182,0.18181818181818182,0.09090909090909091,11,0.021489186969614014,0.08638429314876023,1.0,53,0.44537815126050423,0.7707006369426752,1.078386489648507,1.1127821566574434,157
DistrRep,tt100k_signs/densenet121,101,92,0.08656665797970145,0.0,0.0,0.0,1.0,0.3486890632334205,-8.55968291171742,65,0.3157894736842105,0.2631578947368421,0.10526315789473684,19,0.01509433962264151,0.04365304359921894,1.0,35,0.3125,0.8796296296296297,0.8770830722967047,-1.3993752808473297,108
DistrRep,tt100k_signs/resnet50,101,91,0.11495994847643198,0.0,0.0,0.0,1.0,0.7171671896010758,-3.1129100626881994,29,0.125,0.125,0.0,16,0.005937586302126484,0.009653949394398748,0.40816326530612246,13,0.1111111111111111,1.0,0.53696819496076,-4.206771415445268,43
DistrRep,tt100k_signs/vgg16,101,100,0.08467532467532467,0.0,0.0,0.0,0.972972972972973,0.739566825145272,-3.2019363198044175,37,0.19047619047619047,0.09523809523809523,0.0,21,0.022300140252454418,0.055832802598080176,1.0,55,0.4782608695652174,0.7484276729559748,1.145773657621999,2.0097726077406555,159
DynaPatch (gated),gtsrb/convnext_tiny,101,25,0.6792369021132666,0.8888888888888888,0.0,0.5,0.632768361581921,0.8384865318100828,-4.128549199949098,177,1.0,0.9166666666666666,0.9166666666666666,12,0.0,0.0,0.0,0,0.0,,,,0
DynaPatch (gated),gtsrb/convnext_tiny,202,23,0.734113631294692,0.95,0.10000000000000009,0.48809523809523814,0.6613756613756614,0.8909678137877268,-3.4196713225141697,189,1.0,1.0,0.8461538461538461,13,0.00040996207850773806,0.00036578327013136086,0.01020408163265306,4,0.09302325581395349,1.0,1.0526315789473684,0.458831467741124,4
DynaPatch (gated),gtsrb/convnext_tiny,303,25,0.5448051948051948,0.6666666666666666,0.0,1.0,0.712707182320442,0.6789010289593721,-6.864122053318625,181,0.9090909090909091,0.8181818181818182,0.7272727272727273,11,0.0013323767551501487,0.0009525101470065081,0.02197802197802198,4,0.09302325581395349,1.0,0.3826835685242765,-5.477386324872919,13
DynaPatch (gated),gtsrb/densenet121,101,22,0.7386363636363636,1.0,0.028571428571428595,0.33333333333333337,0.5522388059701493,0.9403612967087356,-1.139648703828868,67,0.8571428571428571,0.8571428571428571,0.7142857142857143,7,0.00030084235860409147,0.0007615803209438461,0.012987012987012988,3,0.06976744186046512,1.0,1.0407632263660018,0.34847335047837386,3
DynaPatch (gated),gtsrb/densenet121,202,23,0.6847826086956522,1.0,0.0,0.675,0.671875,0.8613470510826654,-2.4341059462459924,64,1.0,0.8333333333333334,0.6666666666666666,6,0.0,0.0,0.0,0,0.0,,,,0
